"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"compelled" 0 0.000588935087574647 0 0 0 0 0.00555913811122724 0.00304975678189664 0 0.000549729945164438 0.000946906928517996 0.0167505590499083 0.000448766565095834 0.000927073322229055 0.00280126430395585 0 0.000855612533012384 0.00256269373964672 0.000675569167023217 0 0 0.00463628355510223 0.00274187445505245 0.00256855637499639 0.00149454491107458 0.0018727223015008 0.00312433824780168
"connexion" 0 0 0.0123477369685071 0 0 0 0 0 0.0104965706598752 0.00852081415004879 0.00568144157110798 0 0 0 0 0 0.000855612533012384 0.000102507749585869 0.000225189722341072 0.00241837968561064 0 0 0.00246768700954721 0.000321069546874549 0.000996363274049719 0 0.00138859477680075
"denial" 0.00144335551289638 0.00353361052544789 0.00246954739370142 0.00488893958900315 0.00248476013782136 0 0.00222365524449089 0.00304975678189664 0.000276225543680926 0.000824594917746657 0 0.00335011180998166 0.000448766565095834 0.00216317108520113 0.00186750953597057 0.00217303123370227 0.00171122506602477 0.00307523248757606 0.00180151777872858 0 0 0.00231814177755112 0.00246768700954721 0.000963208640623646 0.000996363274049719 0.00074908892060032 0.00104144608260056
"errand" 0 0.000588935087574647 0.00432170793897748 0.000814823264833858 0.00248476013782136 0.00369941707756621 0.00111182762224545 0.00254146398491387 0.00220980434944741 0.00164918983549331 0.00189381385703599 0.00418763976247707 0.00224383282547917 0.00247219552594415 0.000933754767985284 0.00217303123370227 0.00142602088835397 0.00235767824047498 0.000225189722341072 0 0.0010498687664042 0.000772713925850372 0.00438699912808392 0.000963208640623646 0.000498181637024859 0.00037454446030016 0
"expose" 0 0.00353361052544789 0.00308693424212677 0.005703762853837 0.00165650675854757 0.00105697630787606 0.00222365524449089 0.000508292796982774 0 0.000824594917746657 0 0 0.000448766565095834 0.00185414664445811 0.000466877383992642 0.00579474995653938 0.00142602088835397 0.00389529448426301 0.00382822527979823 0.00241837968561064 0.0015748031496063 0.000772713925850372 0.000274187445505245 0.000321069546874549 0.00149454491107458 0 0.00104144608260056
"flow" 0.00288671102579276 0.00117787017514929 0.00370432109055213 0.00325929305933543 0.00248476013782136 0.00687034600119438 0.00444731048898179 0.00508292796982774 0.000552451087361853 0.00192405480807553 0 0.00251258385748624 0.0013462996952875 0.00185414664445811 0.00186750953597057 0.00144868748913484 0.00313724595437874 0.00205015499171737 0.00157632805638751 0.00241837968561064 0.0010498687664042 0 0.00054837489101049 0.000321069546874549 0 0 0.000694297388400374
"foundation" 0.00144335551289638 0.00235574035029859 0.00185216054527606 0.00325929305933543 0.00331301351709515 0.000528488153938029 0.00111182762224545 0.000508292796982774 0.000828676631042779 0.00192405480807553 0 0 0.000897533130191668 0.000927073322229055 0.000933754767985284 0.000724343744567422 0.00427806266506192 0.00338275573633367 0.00270227666809287 0 0.0047244094488189 0.00154542785170074 0.000822562336515736 0.00128427818749819 0 0 0.000694297388400374
"jacob" 0 0.000588935087574647 0 0 0 0 0 0.00152487839094832 0.000552451087361853 0 0 0 0.00403889908586251 0.000309024440743018 0.00140063215197793 0.000724343744567422 0 0.000205015499171737 0.0189159366766501 0.00241837968561064 0 0.00154542785170074 0 0.000321069546874549 0 0.00262181122210112 0
"legal" 0 0 0.000617386848425355 0.000814823264833858 0.00248476013782136 0.00105697630787606 0 0.00101658559396555 0.00718186413570408 0.00412297458873328 0 0.00251258385748624 0 0.00401731772965924 0.000933754767985284 0 0.00228163342136636 0.0016401239933739 0.000225189722341072 0 0.0010498687664042 0.000772713925850372 0.00191931211853672 0.000321069546874549 0.000498181637024859 0.0018727223015008 0.00243004085940131
"mixture" 0.00144335551289638 0.00353361052544789 0.00493909478740284 0.00407411632416929 0 0.000528488153938029 0.00111182762224545 0.00355804957887942 0.00165735326208556 0.00109945989032888 0 0.000837527952495414 0.0013462996952875 0.0067985376963464 0.00280126430395585 0 0.00285204177670795 0.00153761624378803 0.000900758889364289 0 0.0026246719160105 0 0.00109674978202098 0.000642139093749097 0.000996363274049719 0.00074908892060032 0.000694297388400374
"nobleman" 0 0.000588935087574647 0 0 0.000828253379273787 0.00105697630787606 0.00222365524449089 0 0.000276225543680926 0 0 0 0 0.000309024440743018 0 0.000724343744567422 0.00370765430972033 0.000717554247101081 0.000450379444682145 0 0 0.0123634228136059 0.00466118657358917 0.00770566912498916 0.00149454491107458 0.0056181669045024 0.00381863563620205
"preparations" 0.00577342205158553 0.00235574035029859 0.00185216054527606 0.00162964652966772 0.000828253379273787 0.00264244076969015 0.00111182762224545 0 0.0052482853299376 0.00302351469840441 0 0.00251258385748624 0.0013462996952875 0.00123609776297207 0.000933754767985284 0.000724343744567422 0.000285204177670795 0.00235767824047498 0.000900758889364289 0 0.0010498687664042 0.000772713925850372 0.000274187445505245 0.00417390410936913 0.000996363274049719 0.00074908892060032 0.00173574347100093
"prosperity" 0.00144335551289638 0.00117787017514929 0.00185216054527606 0.00244446979450157 0.00165650675854757 0.00105697630787606 0.00778279335571813 0.000508292796982774 0.000276225543680926 0.000549729945164438 0.00378762771407198 0 0.000897533130191668 0.00154512220371509 0.00140063215197793 0.000724343744567422 0.000855612533012384 0.0016401239933739 0.000675569167023217 0 0.0010498687664042 0.00618171140680297 0.00246768700954721 0.00834780821873826 0.000498181637024859 0.00112363338090048 0.00243004085940131
"resolutions" 0.00144335551289638 0.00530041578817183 0.000617386848425355 0 0 0 0.00111182762224545 0 0.00110490217472371 0.00109945989032888 0 0.000837527952495414 0.00179506626038334 0.000927073322229055 0.00140063215197793 0.00289737497826969 0.00171122506602477 0.00543291072805104 0.00292746639043394 0 0.0005249343832021 0.000772713925850372 0 0.000321069546874549 0.000498181637024859 0.00112363338090048 0.00104144608260056
"schoolroom" 0.0447440208997878 0 0.000617386848425355 0 0 0.017440109079955 0.0133419314669454 0.00609951356379329 0 0.00302351469840441 0.00189381385703599 0 0.000448766565095834 0.000927073322229055 0.00140063215197793 0 0 0 0 0 0 0 0.00054837489101049 0.00192641728124729 0 0 0
"sink" 0.00144335551289638 0.00235574035029859 0.00555648163582819 0.00244446979450157 0.00414126689636894 0.00105697630787606 0.00333548286673634 0 0.000276225543680926 0.00109945989032888 0.00189381385703599 0.00251258385748624 0.000897533130191668 0.00247219552594415 0.00186750953597057 0.000724343744567422 0.00285204177670795 0.00215266274130324 0.00292746639043394 0 0.0005249343832021 0.000772713925850372 0.00164512467303147 0.00160534773437274 0.000498181637024859 0.00112363338090048 0.00138859477680075
"sore" 0.00288671102579276 0 0.00493909478740284 0.000814823264833858 0.000828253379273787 0.00105697630787606 0.00222365524449089 0.00152487839094832 0.00110490217472371 0.00247378475323997 0.00284072078555399 0.00167505590499083 0.00314136595567084 0.00185414664445811 0.00280126430395585 0.00144868748913484 0.000570408355341589 0.000512538747929343 0.00180151777872858 0.00483675937122128 0.0031496062992126 0.000772713925850372 0 0.000321069546874549 0.00448363473322373 0.00674180028540288 0.00243004085940131
"unjust" 0 0.00117787017514929 0.00370432109055213 0.00325929305933543 0.00496952027564272 0.00317092892362818 0.00222365524449089 0.00101658559396555 0.000552451087361853 0.00137432486291109 0.00189381385703599 0 0.000897533130191668 0.0033992688481732 0.000933754767985284 0.000724343744567422 0.00313724595437874 0.00184513949254564 0.00157632805638751 0 0.0005249343832021 0.000772713925850372 0.00109674978202098 0.000642139093749097 0.00298908982214916 0.00299635568240128 0.00208289216520112
"vowed" 0 0.00117787017514929 0.000617386848425355 0 0.000828253379273787 0.00211395261575212 0.00111182762224545 0.00152487839094832 0.000276225543680926 0.000549729945164438 0 0.00167505590499083 0 0 0.000933754767985284 0.00217303123370227 0.00256683759903715 0.00307523248757606 0.00112594861170536 0 0 0.00849985318435409 0.00438699912808392 0.00770566912498916 0 0 0
"bartle" 0 0 0 0 0 0 0 0 0 0 0 0 0.0520569215511168 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beast" 0.00433006653868914 0.00176680526272394 0 0 0 0.00211395261575212 0 0.000508292796982774 0.000828676631042779 0.00137432486291109 0 0.00670022361996332 0.0013462996952875 0 0.00140063215197793 0.0101408124239439 0.00171122506602477 0.00133260074461629 0.000675569167023217 0.00967351874244256 0.0089238845144357 0.00154542785170074 0.00329024934606294 0.00128427818749819 0 0.00262181122210112 0.000347148694200187
"david" 0 0.000588935087574647 0 0 0 0.00105697630787606 0 0.0020331711879311 0 0.0214394678614131 0 0 0.00314136595567084 0 0.000466877383992642 0.000724343744567422 0 0.00102507749585869 0.000675569167023217 0.00241837968561064 0.0020997375328084 0 0.000822562336515736 0.000321069546874549 0 0 0
"edgar" 0 0 0 0 0 0 0 0 0 0 0 0.0971532424894681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"enjoying" 0.00577342205158553 0.00588935087574648 0.00246954739370142 0.00325929305933543 0.00248476013782136 0.00105697630787606 0.00222365524449089 0.00304975678189664 0.00193357880576648 0.00109945989032888 0 0.00670022361996332 0.000897533130191668 0.00278121996668717 0.00280126430395585 0.00144868748913484 0.00142602088835397 0.000512538747929343 0.00112594861170536 0 0.0010498687664042 0.000772713925850372 0.00219349956404196 0.00288962592187094 0.00199272654809944 0.00037454446030016 0.00104144608260056
"excuses" 0.00433006653868914 0.00530041578817183 0.00493909478740284 0.00162964652966772 0.000828253379273787 0 0 0.000508292796982774 0.000552451087361853 0.000549729945164438 0 0 0.00179506626038334 0.000618048881486037 0 0.000724343744567422 0.00142602088835397 0.00420281773302062 0.00382822527979823 0 0 0.000772713925850372 0.00054837489101049 0.000963208640623646 0.00149454491107458 0.00149817784120064 0.00173574347100093
"fatigue" 0.00433006653868914 0.00117787017514929 0.00123477369685071 0.00325929305933543 0.00496952027564272 0.00369941707756621 0 0.00304975678189664 0.00193357880576648 0.00109945989032888 0 0.0058626956674679 0.0013462996952875 0.00278121996668717 0.00326814168794849 0.00144868748913484 0.00313724595437874 0.00112758524544456 0.00225189722341072 0 0 0.00154542785170074 0.00191931211853672 0.000963208640623646 0.000996363274049719 0 0.000347148694200187
"likeness" 0 0.00294467543787324 0.0129651238169325 0.00244446979450157 0.000828253379273787 0.00369941707756621 0.00111182762224545 0.00355804957887942 0.00331470652417112 0.00274864972582219 0.000946906928517996 0.00167505590499083 0.00403889908586251 0.00185414664445811 0.00186750953597057 0.000724343744567422 0.000285204177670795 0.000922569746272818 0 0.00241837968561064 0.0010498687664042 0 0.00109674978202098 0.00160534773437274 0.000996363274049719 0.00074908892060032 0
"mas" 0 0 0 0 0 0 0 0 0 0.0316094718469552 0 0 0 0 0.000466877383992642 0 0 0 0 0 0 0 0 0 0 0 0
"omer" 0 0 0 0 0 0 0 0 0 0.0318843368195374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"restraint" 0.00144335551289638 0.00353361052544789 0.00185216054527606 0.00407411632416929 0.00248476013782136 0.00422790523150424 0.00555913811122724 0.00355804957887942 0.00138112771840463 0.00164918983549331 0.00284072078555399 0.00251258385748624 0.0013462996952875 0.000927073322229055 0 0 0.000855612533012384 0.00194764724213151 0.00540455333618574 0 0.0005249343832021 0 0.000822562336515736 0 0.000498181637024859 0 0.00138859477680075
"ridicule" 0.00144335551289638 0.000588935087574647 0.000617386848425355 0.00407411632416929 0.00248476013782136 0 0.00111182762224545 0.00101658559396555 0.000276225543680926 0 0.000946906928517996 0.000837527952495414 0 0.00154512220371509 0.000466877383992642 0.0065190937011068 0.00399285848739112 0.00348526348591954 0.00202670750106965 0 0.0015748031496063 0 0.00054837489101049 0.00160534773437274 0.00149454491107458 0.00112363338090048 0.00381863563620205
"satisfactory" 0.00144335551289638 0.000588935087574647 0.00370432109055213 0.005703762853837 0.00579777365491651 0.00211395261575212 0.00111182762224545 0 0.00359093206785204 0.00192405480807553 0.00284072078555399 0.000837527952495414 0.0013462996952875 0.00401731772965924 0.00186750953597057 0 0.000855612533012384 0.000512538747929343 0.000900758889364289 0 0.0020997375328084 0.00154542785170074 0.00191931211853672 0.000642139093749097 0.0024909081851243 0.00037454446030016 0.00416578433040224
"sheep" 0 0.000588935087574647 0.000617386848425355 0 0 0.00317092892362818 0.00222365524449089 0.00101658559396555 0.00359093206785204 0.00192405480807553 0 0.00670022361996332 0.00807779817172501 0.00216317108520113 0.00420189645593378 0.00144868748913484 0.00114081671068318 0.000410030998343475 0.000450379444682145 0 0 0.00154542785170074 0.00109674978202098 0.00321069546874549 0.000498181637024859 0.00486907798390208 0
"sovereign" 0.00144335551289638 0 0 0 0 0.00264244076969015 0.00222365524449089 0.00355804957887942 0.00165735326208556 0.000274864972582219 0 0.00251258385748624 0.000897533130191668 0.00123609776297207 0.000933754767985284 0.00144868748913484 0.00228163342136636 0.00143510849420216 0.00157632805638751 0 0.0005249343832021 0.0108179949619052 0.00274187445505245 0.00545818229686732 0 0.00149817784120064 0.00208289216520112
"tidings" 0 0.00235574035029859 0.00185216054527606 0.00244446979450157 0.00165650675854757 0.00158546446181409 0.00111182762224545 0.00152487839094832 0.000552451087361853 0.00164918983549331 0 0 0.00179506626038334 0.000309024440743018 0.000933754767985284 0.000724343744567422 0.00142602088835397 0.00235767824047498 0.00135113833404643 0 0.0005249343832021 0 0.00054837489101049 0 0.00797090619239775 0.0056181669045024 0.00451293302460243
"whispering" 0 0.00353361052544789 0.00246954739370142 0.00244446979450157 0.000828253379273787 0.00317092892362818 0.00222365524449089 0.00254146398491387 0.00303848098049019 0.00302351469840441 0.000946906928517996 0 0.00179506626038334 0.000927073322229055 0.00186750953597057 0.000724343744567422 0.000570408355341589 0.00225517049088911 0.00157632805638751 0.00241837968561064 0.0026246719160105 0.000772713925850372 0.00054837489101049 0.00128427818749819 0.0024909081851243 0.00074908892060032 0.00104144608260056
"wings" 0.00577342205158553 0.00117787017514929 0 0 0 0.00422790523150424 0.00555913811122724 0.00660780636077606 0.00165735326208556 0.00137432486291109 0.00284072078555399 0 0.00314136595567084 0.00154512220371509 0.00233438691996321 0.00217303123370227 0.000285204177670795 0.00215266274130324 0.000900758889364289 0.00241837968561064 0.0010498687664042 0 0.00054837489101049 0.000963208640623646 0.0024909081851243 0.0018727223015008 0.00208289216520112
"celebrated" 0 0.00117787017514929 0 0.00162964652966772 0.000828253379273787 0.000528488153938029 0 0 0.00165735326208556 0 0.00189381385703599 0 0 0.00309024440743018 0.000466877383992642 0.00217303123370227 0.00342245013204953 0.00194764724213151 0.00180151777872858 0 0.0015748031496063 0.00772713925850372 0.0054837489101049 0.00449497365624368 0 0.00037454446030016 0
"collected" 0 0.00235574035029859 0.00555648163582819 0.00244446979450157 0.00414126689636894 0.00264244076969015 0.00444731048898179 0.00508292796982774 0.00193357880576648 0.000274864972582219 0.00189381385703599 0.000837527952495414 0.000448766565095834 0.000618048881486037 0 0.00217303123370227 0.00285204177670795 0.00143510849420216 0.000450379444682145 0 0.0010498687664042 0.00154542785170074 0.00137093722752623 0.00224748682812184 0.0024909081851243 0.00224726676180096 0.00173574347100093
"conquer" 0.00144335551289638 0.000588935087574647 0 0.00162964652966772 0 0 0 0.0020331711879311 0.00220980434944741 0.000549729945164438 0.00189381385703599 0 0.000448766565095834 0.00154512220371509 0.00186750953597057 0.00144868748913484 0.00228163342136636 0.00287021698840432 0.00315265611277501 0.00725513905683192 0.0005249343832021 0.000772713925850372 0.00137093722752623 0.00128427818749819 0.0024909081851243 0.0018727223015008 0.00312433824780168
"dumb" 0.00288671102579276 0 0 0 0 0.00475639338544227 0.00111182762224545 0.00355804957887942 0.00220980434944741 0.00274864972582219 0.00378762771407198 0.00753775157245873 0.00403889908586251 0.00154512220371509 0.00140063215197793 0.00144868748913484 0.00256683759903715 0.00102507749585869 0.000450379444682145 0 0.0010498687664042 0.00154542785170074 0.000822562336515736 0.00224748682812184 0.000996363274049719 0.00262181122210112 0.000694297388400374
"falls" 0 0 0.000617386848425355 0.00162964652966772 0.00165650675854757 0.00158546446181409 0.00111182762224545 0.00101658559396555 0.00745808967938501 0.00164918983549331 0.00284072078555399 0.00167505590499083 0.00359013252076667 0.00185414664445811 0.00186750953597057 0.00434606246740453 0.00142602088835397 0.00112758524544456 0.000900758889364289 0.00483675937122128 0.0026246719160105 0.000772713925850372 0.000822562336515736 0.000963208640623646 0.000996363274049719 0.00224726676180096 0
"final" 0.00288671102579276 0.00117787017514929 0.000617386848425355 0.000814823264833858 0.000828253379273787 0.000528488153938029 0 0.0020331711879311 0.00193357880576648 0.00137432486291109 0.000946906928517996 0.000837527952495414 0.00179506626038334 0.0067985376963464 0.00186750953597057 0 0.00399285848739112 0.000307523248757606 0.000225189722341072 0.00241837968561064 0.0020997375328084 0 0.00137093722752623 0.00353176501562003 0.00348727145917401 0.00149817784120064 0.00312433824780168
"fools" 0.00144335551289638 0.00294467543787324 0.00123477369685071 0 0 0 0 0 0.000276225543680926 0 0 0.000837527952495414 0.002692599390575 0.00278121996668717 0.00186750953597057 0.000724343744567422 0.00256683759903715 0.00348526348591954 0.00112594861170536 0 0.0026246719160105 0.00386356962925186 0.00219349956404196 0.00256855637499639 0.000498181637024859 0.00112363338090048 0.00243004085940131
"hampstead" 0 0 0 0 0 0 0 0 0.000276225543680926 0.000274864972582219 0 0 0 0 0 0 0 0.0111733447048597 0 0 0 0 0.000822562336515736 0.000321069546874549 0 0 0
"harder" 0.00288671102579276 0.00176680526272394 0 0 0 0.000528488153938029 0.00111182762224545 0.000508292796982774 0.00248602989312834 0.00412297458873328 0.00473453464258998 0 0.00448766565095834 0.00494439105188829 0.00653628337589699 0.00217303123370227 0.00114081671068318 0.000615046497515212 0.000900758889364289 0.00241837968561064 0.0010498687664042 0.00231814177755112 0.000274187445505245 0.000321069546874549 0.00149454491107458 0.00112363338090048 0.00243004085940131
"highness" 0 0 0 0 0 0 0 0 0.00138112771840463 0 0 0 0 0 0 0 0 0 0.000225189722341072 0 0 0.0618171140680297 0.00356443679156819 0.00385283456249458 0.000498181637024859 0.00112363338090048 0
"mama" 0 0 0.00185216054527606 0 0.011595547309833 0.0169116209260169 0 0 0.00303848098049019 0.0145678435468576 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000321069546874549 0.000498181637024859 0 0
"manly" 0.00288671102579276 0.00235574035029859 0 0 0.00248476013782136 0.00105697630787606 0 0.00406634237586219 0.00110490217472371 0.00137432486291109 0.000946906928517996 0.000837527952495414 0.000897533130191668 0.000309024440743018 0.00280126430395585 0.000724343744567422 0 0.0016401239933739 0.00135113833404643 0 0.0005249343832021 0.00309085570340149 0.0054837489101049 0.00385283456249458 0.0024909081851243 0.00224726676180096 0.00173574347100093
"noon" 0.00144335551289638 0.000588935087574647 0 0.00162964652966772 0.00165650675854757 0.00687034600119438 0.00333548286673634 0.00559122076681051 0.00220980434944741 0.00164918983549331 0.00473453464258998 0.00418763976247707 0.00224383282547917 0 0 0.000724343744567422 0.000855612533012384 0.00174263174295977 0.00112594861170536 0 0.0041994750656168 0.00463628355510223 0.00054837489101049 0.00160534773437274 0 0.00149817784120064 0.000694297388400374
"obstinate" 0.00144335551289638 0.00235574035029859 0.000617386848425355 0.00325929305933543 0.000828253379273787 0.00105697630787606 0 0.00101658559396555 0.00193357880576648 0.00192405480807553 0.00568144157110798 0.00418763976247707 0.00359013252076667 0.00154512220371509 0.00373501907194114 0 0.000570408355341589 0.00235767824047498 0.000900758889364289 0 0.0026246719160105 0.00154542785170074 0.000822562336515736 0.00192641728124729 0 0.00112363338090048 0.00208289216520112
"pack" 0 0.00176680526272394 0.000617386848425355 0.00162964652966772 0 0.00158546446181409 0.00222365524449089 0.00152487839094832 0.000276225543680926 0.000824594917746657 0.00378762771407198 0.00335011180998166 0.0013462996952875 0.000927073322229055 0.0135394441357866 0.00362171872283711 0.00256683759903715 0.000512538747929343 0.000225189722341072 0 0.0015748031496063 0.00309085570340149 0.00191931211853672 0.00385283456249458 0.000996363274049719 0.00112363338090048 0.00104144608260056
"persuasion" 0.00721677756448191 0.00353361052544789 0.0067912553326789 0.00651858611867086 0.0107672939305592 0.00158546446181409 0.00111182762224545 0.00355804957887942 0.00110490217472371 0.00109945989032888 0.00284072078555399 0 0.0013462996952875 0.00154512220371509 0 0.00217303123370227 0.00228163342136636 0.00143510849420216 0.000675569167023217 0.00241837968561064 0.0020997375328084 0.000772713925850372 0.000822562336515736 0.000321069546874549 0 0.00074908892060032 0.000694297388400374
"pot" 0 0.000588935087574647 0 0 0 0.00105697630787606 0.00333548286673634 0.00304975678189664 0.0041433831552139 0.00522243447906216 0.000946906928517996 0.00251258385748624 0.00493643221605417 0.000927073322229055 0.000466877383992642 0.00869212493480906 0.00142602088835397 0 0.000225189722341072 0 0.0036745406824147 0.00154542785170074 0.0030160619005577 0.00256855637499639 0 0.00112363338090048 0.000347148694200187
"preach" 0.00577342205158553 0.000588935087574647 0 0 0 0.00158546446181409 0 0.000508292796982774 0 0.000274864972582219 0 0.000837527952495414 0.0130142303877792 0.00247219552594415 0.000933754767985284 0.0065190937011068 0.000855612533012384 0.000410030998343475 0.000225189722341072 0 0.0026246719160105 0.000772713925850372 0.00137093722752623 0 0.0169381756588452 0.00074908892060032 0.000347148694200187
"quitting" 0 0.00176680526272394 0.00308693424212677 0.00651858611867086 0.00331301351709515 0.00317092892362818 0.00444731048898179 0.00101658559396555 0 0 0 0.00418763976247707 0 0.00432634217040226 0 0.00217303123370227 0.00256683759903715 0.00287021698840432 0.00112594861170536 0 0 0.00309085570340149 0.00219349956404196 0.00224748682812184 0 0 0
"relating" 0 0 0.00123477369685071 0.00407411632416929 0.00414126689636894 0 0 0 0.000828676631042779 0.00192405480807553 0.00189381385703599 0.00251258385748624 0.000448766565095834 0 0 0.00434606246740453 0.00627449190875748 0.00420281773302062 0.00180151777872858 0 0.0031496062992126 0 0.000274187445505245 0.000963208640623646 0 0 0
"resolute" 0.00288671102579276 0.00176680526272394 0 0.000814823264833858 0.00248476013782136 0.00581336969331832 0.00333548286673634 0.00508292796982774 0.00110490217472371 0.00302351469840441 0.000946906928517996 0.000837527952495414 0.00179506626038334 0.00278121996668717 0.00280126430395585 0.00144868748913484 0.00114081671068318 0.00133260074461629 0.000900758889364289 0 0 0.00231814177755112 0.00164512467303147 0.00288962592187094 0.000498181637024859 0.00074908892060032 0.000694297388400374
"satin" 0.00144335551289638 0 0.000617386848425355 0.00162964652966772 0 0.00845581046300847 0.00333548286673634 0.00457463517284497 0.000828676631042779 0.000274864972582219 0.000946906928517996 0 0.00314136595567084 0.00123609776297207 0.00140063215197793 0 0 0.000205015499171737 0.000450379444682145 0.00967351874244256 0 0.0054089974809526 0.00658049869212588 0.00674246048436552 0.00149454491107458 0 0.000347148694200187
"smell" 0 0.00117787017514929 0.000617386848425355 0 0 0.00105697630787606 0 0.00152487839094832 0.00580073641729945 0.00632189436939104 0.000946906928517996 0 0.00493643221605417 0.00185414664445811 0.00466877383992642 0.00362171872283711 0.00114081671068318 0 0.000675569167023217 0 0.0020997375328084 0.00231814177755112 0.00191931211853672 0.00128427818749819 0.000996363274049719 0 0.00104144608260056
"statement" 0.00433006653868914 0 0.000617386848425355 0.00162964652966772 0.000828253379273787 0.000528488153938029 0 0.000508292796982774 0.00110490217472371 0.00192405480807553 0.000946906928517996 0.00335011180998166 0.000448766565095834 0.00772561101857546 0.00373501907194114 0.000724343744567422 0 0 0 0 0 0.00386356962925186 0.00137093722752623 0.00192641728124729 0.0024909081851243 0.00524362244420224 0.00694297388400374
"supplied" 0.00144335551289638 0.00117787017514929 0.00308693424212677 0.00162964652966772 0.00248476013782136 0.00158546446181409 0.00222365524449089 0.00304975678189664 0.00110490217472371 0 0 0.000837527952495414 0.00224383282547917 0.00247219552594415 0.00186750953597057 0.00289737497826969 0.00199642924369556 0.00123009299503042 0.000900758889364289 0.00241837968561064 0.0005249343832021 0.00695442533265335 0.0030160619005577 0.00385283456249458 0.000996363274049719 0.00037454446030016 0.00173574347100093
"thrice" 0.00433006653868914 0.00294467543787324 0 0 0 0.00211395261575212 0 0.0020331711879311 0.00110490217472371 0.00109945989032888 0 0.00251258385748624 0 0.000309024440743018 0 0.00289737497826969 0.000285204177670795 0.00225517049088911 0.00360303555745716 0.00725513905683192 0.0026246719160105 0.00463628355510223 0.00219349956404196 0.00449497365624368 0.00199272654809944 0.00112363338090048 0.000347148694200187
"tones" 0.00288671102579276 0.00294467543787324 0.000617386848425355 0 0 0.00687034600119438 0.00555913811122724 0.00660780636077606 0.00248602989312834 0.000274864972582219 0.000946906928517996 0.00251258385748624 0.002692599390575 0.00556243993337433 0.00513565122391906 0 0 0 0 0.00483675937122128 0.0010498687664042 0 0.00274187445505245 0.00224748682812184 0.000996363274049719 0.00074908892060032 0.000694297388400374
"upright" 0.00288671102579276 0.00176680526272394 0.00432170793897748 0 0.000828253379273787 0.000528488153938029 0 0.00152487839094832 0.00580073641729945 0.00522243447906216 0.00189381385703599 0.00167505590499083 0.00448766565095834 0.000618048881486037 0.00140063215197793 0.000724343744567422 0.00171122506602477 0.000717554247101081 0.000225189722341072 0.00241837968561064 0.0047244094488189 0 0.000822562336515736 0.000642139093749097 0.000996363274049719 0.00224726676180096 0.000347148694200187
"acquaintances" 0.00288671102579276 0.00412254561302253 0 0.00896305591317243 0.000828253379273787 0.00105697630787606 0 0 0.000552451087361853 0.000549729945164438 0 0.000837527952495414 0.00224383282547917 0.00216317108520113 0.00466877383992642 0 0.000285204177670795 0.000410030998343475 0.000675569167023217 0 0 0.00309085570340149 0.00767724847414687 0.00610032139061642 0.000996363274049719 0.00037454446030016 0.000694297388400374
"banker" 0 0.00117787017514929 0 0 0.000828253379273787 0.00158546446181409 0 0.000508292796982774 0 0.000274864972582219 0.00852216235666196 0 0 0.0123609776297207 0.000466877383992642 0 0 0.000922569746272818 0.000900758889364289 0 0.0010498687664042 0.0054089974809526 0.00219349956404196 0.00449497365624368 0.000996363274049719 0.00112363338090048 0.00243004085940131
"brady" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000675569167023217 0 0 0.0857712457693913 0 0 0 0 0
"cautious" 0.00288671102579276 0.00647828596332112 0.00432170793897748 0.00325929305933543 0.00165650675854757 0.00158546446181409 0.00222365524449089 0.00304975678189664 0.000276225543680926 0 0.00189381385703599 0.00335011180998166 0 0.00185414664445811 0.00233438691996321 0.00144868748913484 0.00142602088835397 0.000615046497515212 0.00135113833404643 0 0.0026246719160105 0.000772713925850372 0.0030160619005577 0.00128427818749819 0.00199272654809944 0.00149817784120064 0.00381863563620205
"dame" 0.00288671102579276 0 0 0 0 0.00317092892362818 0.00555913811122724 0.00304975678189664 0.011325247290918 0.000274864972582219 0 0.0058626956674679 0 0 0 0 0.000855612533012384 0.00153761624378803 0.00135113833404643 0 0.0005249343832021 0 0.000274187445505245 0.00385283456249458 0.00348727145917401 0 0.000347148694200187
"danced" 0.00144335551289638 0.00117787017514929 0.00493909478740284 0.00977787917800629 0.000828253379273787 0 0 0.00508292796982774 0.000552451087361853 0.000274864972582219 0.000946906928517996 0 0.00179506626038334 0 0.00186750953597057 0.00579474995653938 0 0.000717554247101081 0.00112594861170536 0.00483675937122128 0.0031496062992126 0.00618171140680297 0.00493537401909441 0.00417390410936913 0 0.00037454446030016 0
